TIME_STAMP,MODE,LATITUDE,LONGITUDE,HEADING,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_BEARING,T_DISTANCE,SERVO_PW,THR_PW,ERR_BACK,CURRENT,VOLTAGE,POWER
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1110,0.0,0,0,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1110,0.0,0,0,0
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1661,1110,0.0,0,0,0
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,16.25,12.305,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,16.25,12.30375,170
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,200.0,7.94125,1570
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,13.75,12.305,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,16.25,12.30375,170
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,200.0,8.2675,1690
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,15.0,12.30375,170
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,15.0,12.305,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,202.5,8.37375,1690
