TIME_STAMP,MODE,LATITUDE,LONGITUDE,HEADING,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_BEARING,T_DISTANCE,SERVO_PW,THR_PW,ERR_BACK,CURRENT,VOLTAGE,POWER
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1110,0.0,13.75,12.30375,200
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1659,1109,0.0,15.0,12.3025,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1320,0.0,16.25,12.30375,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,0.0,0.0,1660,1110,0.0,458.75,10.1975,4510
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,16.25,12.30375,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,13.75,12.3025,170
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,16.25,12.30375,200
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,275.0,12.28375,3350
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,12.5,12.3025,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,275.0,12.28375,3280
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,15.0,12.3025,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,263.75,12.285,3240
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,15.0,12.305,150
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,38.75,12.455,140
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,15.0,12.3025,180
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,263.75,12.285,3250
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1200,41.942860373760865,15.0,12.3025,170
,AN,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1525.385750484548,1100,41.942860373760865,251.25,12.28375,3280
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30125,150
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.3025,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.30375,200
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.3025,200
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30375,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.3025,150
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1105,41.942860373760865,17.5,12.30625,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1659,1110,41.942860373760865,13.75,12.305,200
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,16.25,12.3025,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1665,1110,41.942860373760865,17.5,12.3025,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.305,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.30375,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.3025,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30375,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.30375,200
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30375,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,16.25,12.305,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.30375,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.30125,170
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30375,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,15.0,12.3025,180
,RC,0.0,0.0,0.0,0.0,0,35.710887,139.761674,41.942860373760865,14282711.076578123,1660,1110,41.942860373760865,13.75,12.30375,170
